X,Y,CCN,ADDRESS,DATE_OF_OFFENSE,TIME_OF_OFFENSE,DATE_OFFENSE_RECORDED,REPORT_YEAR,MONTH,POLICE_DISTRICT,WARD,TYPE_OF_HATE_BIAS,TARGETED_GROUP,TOP_OFFENSE_TYPE,MAR_ID,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,SE_ANNO_CAD_DATA,GLOBALID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,SHAPE
-77.0327378468684,38.9316144252323,14095037,3400 block of 14th St NW,2014/06/29 04:00:00+00,0226-0233,2014/06/29 04:00:00+00,2014,6,4D,Ward 1,Sexual Orientation,,Threats,805082,397161.65,140414.41,38.93160663,-77.03273555,,{5D8F9512-D9DD-4737-8F32-35B7CEAFFD71},,,MPD,2024/02/16 21:02:52+00,4246,
-77.0175522300509,38.9037415911665,14096982,400 block of L St NW,2014/07/02 04:00:00+00,1500-1504,2014/07/02 04:00:00+00,2014,7,1D,Ward 6,Sexual Orientation,,Simple Assault,808638,398477.73,137319.93,38.9037338,-77.01754994,,{5C8D77A7-D114-474B-A626-B48E01BDCF2C},,,MPD,2024/02/16 21:02:52+00,4247,
-77.0244008704367,38.9369769444542,14098533,3700 block of Georgia Ave NW,2014/07/05 04:00:00+00,0305-0309,2014/07/05 04:00:00+00,2014,7,4D,Ward 4,Sexual Orientation,,ADW,809816,397884.67,141009.47,38.93696915,-77.02439858,,{9608BFEB-609D-4BB8-82E6-D29BFAC9D615},,,MPD,2024/02/16 21:02:52+00,4248,
-77.0453028117291,38.9076587945028,14100355,1300 block of New Hampshire Ave NW,2014/07/08 04:00:00+00,1155,2014/07/08 04:00:00+00,2014,7,2D,Ward 2,Religion,Jewish,Damage/Defacing/Destruction of Property,805753,396070.88,137755.6,38.90765101,-77.04530051,,{49635B79-FB21-4654-9F4C-0244AA816238},,,MPD,2024/02/16 21:02:52+00,4249,
-76.9108239931592,38.8940164231268,14104831,63rd St NE and Eastern Ave NE,2014/07/16 04:00:00+00,0509,2014/07/16 04:00:00+00,2014,7,6D,Ward 7,Gender Identity/Expression,,Threats,903707,407736.31562113,136243.99081187,38.89400863,-76.91082174,,{B47E9C37-E81F-470B-919D-BE9CCEA59028},,,MPD,2024/02/16 21:02:52+00,4250,
-77.0246367626532,38.9170041971694,14107657,900 block of U St NW,2014/07/20 04:00:00+00,1844-1845,2014/07/20 04:00:00+00,2014,7,3D,Ward 1,Gender Identity/Expression,,Simple Assault,813703,397863.62,138792.33,38.91699641,-77.02463447,,{5E6B3CD8-A05C-4555-A093-BE00D69820AC},,,MPD,2024/02/16 21:02:52+00,4251,
-76.9719094408153,38.8477897692808,14110263,2200 block of Savannah St SE,2014/07/25 04:00:00+00,0817,2014/07/25 04:00:00+00,2014,7,7D,Ward 8,Gender Identity/Expression,,ADW,811092,402438.66448022,131109.0853991,38.84778199,-76.97190717,,{87041491-B94B-4273-9AD9-A7D4115F24D1},,,MPD,2024/02/16 21:02:52+00,4252,
-76.9426136209183,38.8924226413342,14111571,100 block of 42nd St NE,2014/07/27 04:00:00+00,0333,2014/07/27 04:00:00+00,2014,7,6D,Ward 7,Gender Identity/Expression,,Threats,811325,404978.64179457,136064.8548117,38.89241485,-76.94261136,,{C802E18D-A50C-4FC9-8281-2E884DEAA96B},,,MPD,2024/02/16 21:02:52+00,4253,
-77.0384868410645,38.9115051897783,14112064,1600 block of 17th St NW,2014/07/28 04:00:00+00,0255-0257,2014/07/28 04:00:00+00,2014,7,3D,Ward 2,Race,Black,Simple Assault,808622,396662.24,138182.31,38.9114974,-77.03848454,,{2C142CE7-9EDA-4F89-9399-AE500FFC81E1},,,MPD,2024/02/16 21:02:52+00,4254,
-77.0308500517259,38.9616800814931,14115423,1300 block of Missouri Ave NW,2014/08/02 04:00:00+00,1541-1548,2014/08/02 04:00:00+00,2014,8,4D,Ward 4,Gender Identity/Expression,,Threats,808087,397326.46,143751.91,38.96167228,-77.03084775,,{C6897118-1AC7-4880-8D2E-39D4DA4B945F},,,MPD,2024/02/16 21:02:52+00,4255,
-77.0121183009141,38.9576687226588,14115367,100 block of Longfellow St NW,2014/08/02 04:00:00+00,1311,2014/08/02 04:00:00+00,2014,8,4D,Ward 4,Race,Black,Simple Assault,808616,398949.86,143306.23,38.95766092,-77.01211601,,{4D17C276-8BF8-45F3-9FC0-7E157CE4F87C},,,MPD,2024/02/16 21:02:52+00,4256,
-76.9903992090408,38.8638133853439,14115487,Mapleview Pl SE and Martin Luther King Jr Ave SE,2014/08/02 04:00:00+00,1620-1627,2014/08/02 04:00:00+00,2014,8,7D,Ward 8,Gender Identity/Expression,,Robbery,901523,400833.43001473,132887.49000875,38.8638056,-76.99039693,,{BC397553-115F-4F29-95D3-388D64FD9FE1},,,MPD,2024/02/16 21:02:52+00,4257,
-77.0319558970722,38.9159364685239,14115840,1900 block of 14th St NW,2014/08/03 04:00:00+00,0420-0421,2014/08/03 04:00:00+00,2014,8,3D,Ward 2,Race,Black,Simple Assault,810664,397228.84,138674,38.91592868,-77.0319536,,{89F1C0FE-DB96-44F6-8D0C-9A9708CAA548},,,MPD,2024/02/16 21:02:52+00,4258,
-76.9723369748309,38.8995621895693,14120697,600 block of 24th St NE,2014/08/11 04:00:00+00,1830-1839,2014/08/11 04:00:00+00,2014,8,5D,Ward 5,Sexual Orientation,,Simple Assault,809840,402399.81,136856.2,38.8995544,-76.9723347,,{13651D31-51C9-49FC-8BB3-88C528BE933B},,,MPD,2024/02/16 21:02:52+00,4259,
-76.9860826586724,38.9066075479653,14121614,1200 block of Queen St NE,2014/08/11 04:00:00+00,1000,2014/08/13 04:00:00+00,2014,8,5D,Ward 5,Ethnicity/National Origin,Asian,Damage/Defacing/Destruction of Property,812799,401207.33,137638.02,38.90659976,-76.98608038,,{9DF2BD53-24EF-4F2B-878A-D9635D7EEF72},,,MPD,2024/02/16 21:02:52+00,4260,
-77.0136750122494,38.911128594686,14121846,100 block of Q St NW,2014/08/13 04:00:00+00,1935,2014/08/13 04:00:00+00,2014,8,3D,Ward 5,Gender Identity/Expression,,Simple Assault,807731,398814.16,138139.89,38.9111208,-77.01367272,,{95CC4D46-FD0B-4B1B-A209-104F39D5E20C},,,MPD,2024/02/16 21:02:52+00,4261,
-77.0396125289498,38.9231455613056,14122597,1700 block of Euclid St NW,2014/08/15 04:00:00+00,0144-0200,2014/08/15 04:00:00+00,2014,8,3D,Ward 1,Sexual Orientation,,Simple Assault,803896,396565.17,139474.53,38.92313777,-77.03961023,,{D0869EF5-A861-448E-8CA2-B11B0603B96F},,,MPD,2024/02/16 21:02:52+00,4262,
-77.0279521294854,38.9619873611676,14136225,5900 block of Georgia Ave NW,2014/09/05 04:00:00+00,0840-0845,2014/09/05 04:00:00+00,2014,9,4D,Ward 4,Sexual Orientation,,Simple Assault,816437,397577.63,143785.94,38.96197956,-77.02794983,,{38C83351-E238-4AEE-819C-7BD56029DC24},,,MPD,2024/02/16 21:02:52+00,4263,
-77.0660434162848,38.9051178650364,14139611,33rd St NW and M St NW,2014/09/13 04:00:00+00,0034-0035,2014/09/13 04:00:00+00,2014,9,2D,Ward 2,Sexual Orientation,,ADW,901272,394271.74956064,137474.63343701,38.90511008,-77.06604111,,{CE295AD2-E4A4-4E1A-B605-E8C7F021C0E3},,,MPD,2024/02/16 21:02:52+00,4264,
-76.9848973245787,38.9077465064782,14142139,1200 block of Meigs Pl NE,2014/09/17 04:00:00+00,1300-1510,2014/09/17 04:00:00+00,2014,9,5D,Ward 5,Sexual Orientation,,Damage/Defacing/Destruction of Property,801458,401310.12,137764.47,38.90773872,-76.98489505,,{F4D01855-E16A-4C0C-82D8-4B2083C7CF22},,,MPD,2024/02/16 21:02:52+00,4265,
-77.0327325598736,38.9366787151543,14143753,3600 block of 14th St NW,2014/09/20 04:00:00+00,0230-0317,2014/09/20 04:00:00+00,2014,9,4D,Ward 1,Gender Identity/Expression,,Simple Assault,805862,397162.31,140976.59,38.93667092,-77.03273026,,{309F75BF-EC03-4435-81DE-B8BFD9CF8770},,,MPD,2024/02/16 21:02:52+00,4266,
-76.9718671859922,38.8747586710105,14157939,2300 block of Fairlawn Ave SE,2014/10/13 04:00:00+00,2255-2345,2014/10/13 04:00:00+00,2014,10,6D,Ward 7,Race,White,Damage/Defacing/Destruction of Property,809587,402441.41,134102.83,38.87475089,-76.97186491,,{74C82B0B-E135-4DD3-8664-9CB89199DF2B},,,MPD,2024/02/16 21:02:52+00,4267,
-77.1061970018558,38.9357468348256,14159610,5200 block of Loughboro Rd NW,2014/10/16 04:00:00+00,1906-1908,2014/10/16 04:00:00+00,2014,10,2D,Ward 3,Race,Black,Simple Assault,809789,390792.88,140877.99,38.93573904,-77.10619468,,{78938628-D6EC-412F-935B-CD5D2520D324},,,MPD,2024/02/16 21:02:52+00,4268,
-77.0219166772032,38.8984541183497,14169001,7th St NW and G ST NW,2014/10/31 04:00:00+00,2350-2359,2014/11/01 04:00:00+00,2014,11,1D,Ward 2,Sexual Orientation,,Simple Assault,903249,398099.02002819,136733.05999632,38.89844633,-77.02191439,,{36B12509-647B-404A-9DB7-00498067913F},,,MPD,2024/02/16 21:02:52+00,4269,
-76.9820738201267,38.8662266594207,14169959,1600 block of Good Hope Rd SE,2014/11/02 04:00:00+00,1727-1945,2014/11/02 04:00:00+00,2014,11,7D,Ward 8,Sexual Orientation,,Simple Assault,800922,401555.92,133155.49,38.86621888,-76.98207154,,{89557E8F-8F99-413B-865F-247020387E1A},,,MPD,2024/02/16 21:02:52+00,4270,
-77.0163779969034,38.8812971316823,14169801,300 block of G St SW,2014/11/02 04:00:00+00,1000,2014/11/02 04:00:00+00,2014,11,1D,Ward 6,Race,White,Threats,805863,398579.13506863,134828.39999455,38.88128935,-77.01637571,,{2E33B167-5CD6-46E2-AB16-DA202FC3DE13},,,MPD,2024/02/16 21:02:52+00,4271,
-77.0219179703159,38.9049133809198,14170617,1100 block of 7th St NW,2014/11/02 04:00:00+00,2047,2014/11/03 05:00:00+00,2014,11,3D,Ward 2,Ethnicity/National Origin,Indian,Simple Assault,814320,398099.08,137450.09,38.90490559,-77.02191568,,{CAD96661-01ED-45FE-B800-FCD9E0F76241},,,MPD,2024/02/16 21:02:52+00,4272,
-77.0354087839786,38.9312582687328,14176146,1500 block of Park Rd NW,2014/11/13 05:00:00+00,1340-1509,2014/11/13 05:00:00+00,2014,11,3D,Ward 1,Race,Unspecified,ADW,811355,396930.05,140374.96,38.93125048,-77.03540649,,{F4765C20-E0D1-4046-BC9E-1E3D4D15D435},,,MPD,2024/02/16 21:02:52+00,4273,
-77.03752812299,38.9025328250662,14177125,1600 block of K St NW,2014/11/15 05:00:00+00,0323-0330,2014/11/15 05:00:00+00,2014,11,2D,Ward 2,Sexual Orientation,,Simple Assault,814017,396744.98,137186.27,38.90252504,-77.03752583,,{64C6B343-AC38-4C65-9A01-6572347D12E1},,,MPD,2024/02/16 21:02:52+00,4274,
-76.9937578770246,38.9215924980366,15005239,2300 block of Washington Pl NE,2015/01/11 05:00:00+00,1700-1710,2015/01/11 05:00:00+00,2015,1,5D,Ward 5,Sexual Orientation,,Damage/Defacing/Destruction of Property,815797,400541.5,139301.4,38.92158471,-76.99375559,,{8BCEE1C9-3225-42CF-8FAC-8AC9D65C1EE9},,,MPD,2024/02/16 21:02:52+00,4275,
-77.0767351621647,38.9507353644847,15007779,3900 block of Chesapeake St NW,2015/01/16 05:00:00+00,1622-1628,2015/01/16 05:00:00+00,2015,1,2D,Ward 3,Sexual Orientation,,Simple Assault,807279,393348.63,142539.29,38.95072757,-77.07673285,,{367D48A2-B946-4A65-ACC5-68EAAF838ECC},,,MPD,2024/02/16 21:02:52+00,4276,
-77.0175551063634,38.8948182680566,15008222,300 block of Indiana Ave NW,2015/01/18 05:00:00+00,1200-1220,2015/01/18 05:00:00+00,2015,1,1D,Ward 6,Sexual Orientation,,ADW,814307,398477.29,136329.37,38.89481048,-77.01755282,,{6FAC640E-B155-42D4-AB13-E6F88228E4A8},,,MPD,2024/02/16 21:02:52+00,4277,
-77.0617148988052,38.9431619864526,15011758,3000 block of Van Ness St NW,2015/01/23 05:00:00+00,1730-0930,2015/01/24 05:00:00+00,2015,1,2D,Ward 3,Race,Black,Damage/Defacing/Destruction of Property,812163,394650.05,141697.59,38.94315419,-77.06171259,,{9B1DED00-BBB6-4B0B-B8A2-EC8C6491FDED},,,MPD,2024/02/16 21:02:52+00,4278,
-77.0327321588336,38.9295246790098,15018054,3100 block of 14th St NW,2015/02/05 05:00:00+00,1820-1821,2015/02/05 05:00:00+00,2015,2,3D,Ward 1,Gender Identity/Expression,,Simple Assault,800897,397162.06,140182.43,38.92951689,-77.03272986,,{905131A9-016F-48A6-B9B9-52B9F98DC13A},,,MPD,2024/02/16 21:02:52+00,4279,
-77.0684761861626,38.9527097930098,15022921,4800 block of Connecticut Ave NW,2015/02/13 05:00:00+00,2100-1445,2015/02/15 05:00:00+00,2015,2,2D,Ward 3,Race,Black,Damage/Defacing/Destruction of Property,801847,394064.7,142757.9,38.952702,-77.06847388,,{40A9FA3A-8192-46B5-9D7C-421ACF71BF90},,,MPD,2024/02/16 21:02:52+00,4280,
-76.9925446566259,38.8584308303037,15026882,2600 block of Stanton Rd SE,2015/02/24 05:00:00+00,2025-2026,2015/02/24 05:00:00+00,2015,2,7D,Ward 8,Sexual Orientation,,Simple Assault,811275,400647.28,132289.97,38.85842305,-76.99254238,,{E58656EB-920A-4851-AC33-CF0EAD18B01F},,,MPD,2024/02/16 21:02:52+00,4281,
-76.9894862254356,38.8638512564795,15035070,1200 block of Pleasant St SE,2015/03/13 04:00:00+00,1548,2015/03/14 04:00:00+00,2015,3,7D,Ward 8,Gender Identity/Expression,,Robbery,811988,400912.6654388,132891.70271275,38.86384348,-76.98948395,,{67A5C215-2E82-4BDA-A9EB-D52AE883E6C2},,,MPD,2024/02/16 21:02:52+00,4282,
-77.0619471527165,38.9025999005137,15038284,3100 block of K St NW,2015/03/19 04:00:00+00,1350-1400,2015/03/19 04:00:00+00,2015,3,2D,Ward 2,Sexual Orientation,,Threats,800966,394626.86,137194.87,38.90259211,-77.06194485,,{0D4A119B-953B-4787-8C46-E74C23F67A5C},,,MPD,2024/02/16 21:02:52+00,4283,
-77.0482146641193,38.9045568643906,15039950,1100 block of New Hampshire Ave NW,2015/03/22 04:00:00+00,1315-1318,2015/03/22 04:00:00+00,2015,3,2D,Ward 2,Sexual Orientation,,Simple Assault,815281,395818.14,137411.39,38.90454908,-77.04821237,,{A5CDA92A-CD42-445A-9BF1-B8D775421B5C},,,MPD,2024/02/16 21:02:52+00,4284,
-77.0394481247044,38.9025308862905,15045344,17th St NW and K St NW,2015/03/31 04:00:00+00,1230-1250,2015/04/01 04:00:00+00,2015,4,2D,Ward 2,Political Affiliation,,Theft,900722,396578.43749878,137186.12502074,38.9025231,-77.03944583,,{7FC78844-22C0-481E-952E-5FC5CECA4AA7},,,MPD,2024/02/16 21:02:52+00,4285,
-77.0209121502843,38.9008756598781,15057805,600 block of I St NW,2015/04/23 04:00:00+00,1530-1532,2015/04/23 04:00:00+00,2015,4,1D,Ward 2,Religion,Jewish,Threats,809882,398186.22,137001.85,38.90086787,-77.02090986,,{AF1F3893-64B8-4FCF-A4CE-10B7C8B35317},,,MPD,2024/02/16 21:02:52+00,4286,
-77.0448943751799,38.9064581391204,15058585,1200 block of 20th St NW,2015/04/24 04:00:00+00,2120,2015/04/24 04:00:00+00,2015,4,2D,Ward 2,Political Affiliation,,Arson,812026,396106.24,137622.3,38.90645035,-77.04489208,,{CB217F02-0018-49F5-98EF-1F321E316411},,,MPD,2024/02/16 21:02:52+00,4287,
-77.0448760086212,38.914098601614,15062996,20th ST NW and S St NW,2015/04/29 04:00:00+00,2335-2345,2015/05/02 04:00:00+00,2015,5,2D,Ward 2,Race,Black,Threats,907042,396108.25001034,138470.45314993,38.91409081,-77.04487371,,{56C61BF0-B3C0-4D3C-A6FA-A5A5A414D3D3},,,MPD,2024/02/16 21:02:52+00,4288,
-77.0249503246167,38.8983203661601,15068440,900 block of G St NW,2015/05/12 04:00:00+00,0500-0505,2015/05/12 04:00:00+00,2015,5,2D,Ward 2,Gender Identity/Expression,,ADW,810315,397835.86,136718.28,38.89831258,-77.02494803,,{2E3565DE-BFE0-4B03-957C-BEF6042E3ED6},,,MPD,2024/02/16 21:02:52+00,4289,
-76.9851796549856,38.9006559774222,15069014,Florida Ave NE and Holbrook St NE,2015/05/13 04:00:00+00,0004-0015,2015/05/13 04:00:00+00,2015,5,5D,Ward 6,Sexual Orientation,,Simple Assault,900029,401285.75999915,136977.35999655,38.90064819,-76.98517738,,{12E961AF-FCF0-433D-834A-5FBE6A3B01C2},,,MPD,2024/02/16 21:02:52+00,4290,
-77.0805613872703,38.95038119726,15075484,4600 block of Wisconsin Ave NW,2015/05/23 04:00:00+00,1707-1708,2015/05/23 04:00:00+00,2015,5,2D,Ward 3,Race,Black,Simple Assault,809308,393016.93,142500.26,38.9503734,-77.08055908,,{4293AD2B-823D-4E6F-B04B-7631855DBA29},,,MPD,2024/02/16 21:02:52+00,4291,
-76.9751148317011,38.9172942137185,15084337,1800 block of New York Ave NE,2015/06/07 04:00:00+00,0243-0248,2015/06/07 04:00:00+00,2015,6,5D,Ward 5,Sexual Orientation,,Simple Assault,813064,402158.31,138824.53,38.91728642,-76.97511255,,{2A846DF1-4FFE-4C18-92DA-639672476542},,,MPD,2024/02/16 21:02:52+00,4292,
-76.9528213834473,38.9066693873516,15087650,3700 block of Hayes St NE,2015/06/12 04:00:00+00,1520-1525,2015/06/12 04:00:00+00,2015,6,6D,Ward 7,Sexual Orientation,,Simple Assault,816724,404092.27,137645.85,38.9066616,-76.95281911,,{CB24B072-174E-4467-BEF2-E033EDF663D3},,,MPD,2024/02/16 21:02:52+00,4293,
-77.0416878769151,38.9047068424587,15088054,1100 block of 18th St NW,2015/06/13 04:00:00+00,0430-0435,2015/06/13 04:00:00+00,2015,6,2D,Ward 2,Sexual Orientation,,Robbery,801811,396384.27,137427.76,38.90469905,-77.04168558,,{8B42AC2E-1029-49C3-AD25-DCA821372C5B},,,MPD,2024/02/16 21:02:52+00,4294,
-76.9908852990443,38.9002083058302,15092039,1100 block of H St NE,2015/06/19 04:00:00+00,1525-1530,2015/06/19 04:00:00+00,2015,6,1D,Ward 6,Sexual Orientation,,Simple Assault,811771,400790.84,136927.6,38.90020052,-76.99088302,,{9BB29002-F030-4971-B925-8D217340E34F},,,MPD,2024/02/16 21:02:52+00,4295,
-76.9915318652882,38.8851056385171,15092142,11th St SE and South Carolina Ave SE,2015/06/19 04:00:00+00,2010-2018,2015/06/19 04:00:00+00,2015,6,1D,Ward 6,Race,White,Simple Assault,902042,400734.91001464,135251.07999494,38.88509785,-76.99152959,,{4B8B6ABB-1703-43AC-ABA6-6B0D46F70EE4},,,MPD,2024/02/16 21:02:52+00,4296,
-77.0311141612476,38.9275891443049,15106302,1300 block of Columbia Rd NW,2015/07/12 04:00:00+00,2100-2105,2015/07/13 04:00:00+00,2015,7,3D,Ward 1,Sexual Orientation,,Threats,806754,397302.28,139967.52,38.92758135,-77.03111187,,{FA1336A6-C34E-4BA2-9FEF-99EEDDAA1321},,,MPD,2024/02/16 21:02:52+00,4297,
-77.0280852802465,38.9186544661472,15106071,2100 block of 12th St NW,2015/07/13 04:00:00+00,0650-0652,2015/07/13 04:00:00+00,2015,7,3D,Ward 1,Race,Black,Simple Assault,809767,397564.61,138975.61,38.91864668,-77.02808299,,{737497E7-4BA9-4B33-941B-0F3B902930B6},,,MPD,2024/02/16 21:02:52+00,4298,
-76.948983065639,38.8926848982401,15108057,3900 block of Clay Pl NE,2015/07/16 04:00:00+00,1330-1347,2015/07/16 04:00:00+00,2015,7,6D,Ward 7,Sexual Orientation,,Robbery,802705,404426.05683406,136093.63925973,38.89267711,-76.9489808,,{DCE996DE-20D4-41DD-8C1C-E22265910627},,,MPD,2024/02/16 21:02:52+00,4299,
-77.0896455628346,38.9406526592728,15114333,45th St NW and Massachusetts Ave NW,2015/07/26 04:00:00+00,1010-1028,2015/07/26 04:00:00+00,2015,7,2D,Ward 3,Race,Black,Damage/Defacing/Destruction of Property,902290,392228.43000674,141421.04000067,38.94064487,-77.08964325,,{511B6225-9A15-4F30-9889-02E1B19BCE20},,,MPD,2024/02/16 21:02:52+00,4300,
-77.0151792177242,38.9019313341853,15126726,900 block of 3rd St NW,2015/08/15 04:00:00+00,1345-1355,2015/08/15 04:00:00+00,2015,8,1D,Ward 6,Gender Identity/Expression,,Simple Assault,800088,398683.53,137118.94,38.90192355,-77.01517693,,{17B8383C-F321-40F4-98F1-50BE2B61B7E9},,,MPD,2024/02/16 21:02:52+00,4301,
-77.065131237347,38.9676174929026,15136567,3200 block of Patterson St NW,2015/08/20 04:00:00+00,0846-1838,2015/08/31 04:00:00+00,2015,8,2D,Ward 4,Religion,Jewish,Damage/Defacing/Destruction of Property,813826,394355.82,144412.58,38.96760969,-77.06512893,,{B744D859-35BF-45E1-9492-09966DB0DED1},,,MPD,2024/02/16 21:02:52+00,4302,
-77.0095003414123,38.8764673227545,15138024,Unit block of M St SW,2015/09/01 04:00:00+00,0630-0730,2015/09/02 04:00:00+00,2015,9,6D,Ward 6,Sexual Orientation,,Sexual Abuse,807215,399175.83,134292.17,38.87645954,-77.00949806,,{186C8D98-3E81-4EC3-BD29-69CA11BC9473},,,MPD,2024/02/16 21:02:52+00,4303,
-76.9476497764775,38.8966636721616,15138270,4000 block of Minnesota Ave NE,2015/09/03 04:00:00+00,1135-1200,2015/09/03 04:00:00+00,2015,9,6D,Ward 7,Sexual Orientation,,Threats,816435,404541.47,136535.38,38.89665588,-76.94764751,,{E60A8AFC-9889-4F64-A475-6DBDDD5B9804},,,MPD,2024/02/16 21:02:52+00,4304,
-76.9503361577178,38.8935520930915,15138950,3900 block of Minnesota Ave NE,2015/09/04 04:00:00+00,1300-1335,2015/09/04 04:00:00+00,2015,9,6D,Ward 7,Sexual Orientation,,Threats,810204,404308.62,136189.84,38.8935443,-76.95033389,,{45ECAC7A-2630-48E9-8FE2-40322D4C74C1},,,MPD,2024/02/16 21:02:52+00,4305,
-77.0533127541176,38.9016203570895,15143700,900 block of 25th St NW,2015/09/12 04:00:00+00,2400-2403,2015/09/12 04:00:00+00,2015,9,2D,Ward 2,Sexual Orientation,,Simple Assault,806379,395375.75,137085.66,38.90161257,-77.05331045,,{2D9F5362-F61A-4934-96AE-CA08CE02D0A9},,,MPD,2024/02/16 21:02:52+00,4306,
-77.0169191262798,38.9025278086911,15145195,400 block of K St NW,2015/09/14 04:00:00+00,1740-1745,2015/09/14 04:00:00+00,2015,9,1D,Ward 6,Race,White,Simple Assault,816529,398532.62,137185.18,38.90252002,-77.01691684,,{228270B4-2221-4266-BB82-47ABFE173257},,,MPD,2024/02/16 21:02:52+00,4307,
-76.9792451891799,38.8778172150443,15145619,1900 block of M St SE,2015/09/15 04:00:00+00,1319-1530,2015/09/15 04:00:00+00,2015,9,1D,Ward 6,Race,Black,Robbery,805401,401801.11,134442.18,38.87780943,-76.97924291,,{AD167460-5684-4759-A892-D18D7F664298},,,MPD,2024/02/16 21:02:52+00,4308,
-77.0297276220374,38.9334748144786,15150759,3500 block of 13th St NW,2015/09/19 04:00:00+00,2330-1930,2015/09/23 04:00:00+00,2015,9,4D,Ward 1,Sexual Orientation,,Damage/Defacing/Destruction of Property,808594,397422.72,140620.84,38.93346702,-77.02972533,,{920CBC47-6517-4E6B-B589-EFFBE916310C},,,MPD,2024/02/16 21:02:52+00,4309,
-76.9889073573149,38.9064200261533,15152168,1100 block of Owens Pl NE,2015/09/25 04:00:00+00,2237-2242,2015/09/25 04:00:00+00,2015,9,5D,Ward 5,Sexual Orientation,,Threats,810927,400962.33,137617.17,38.90641224,-76.98890508,,{3E25C60F-80EF-46B1-A494-F082542FCEFA},,,MPD,2024/02/16 21:02:52+00,4310,
-77.02837874142,38.9267472027232,15155750,1100 block of Harvard St NW,2015/10/01 04:00:00+00,2225-2230,2015/10/02 04:00:00+00,2015,10,3D,Ward 1,Sexual Orientation,,Robbery,810108,397539.44,139873.98,38.92673941,-77.02837645,,{B091E2AE-E061-48A8-AC2B-B330F539CE21},,,MPD,2024/02/16 21:02:52+00,4311,
-77.0111837958105,38.8983377196105,15159716,G St NW and Massachusetts Ave NW,2015/10/08 04:00:00+00,0500-1130,2015/10/08 04:00:00+00,2015,10,1D,Ward 6,Gender Identity/Expression,,Simple Assault,900107,399030.05001305,136719.97001231,38.89832993,-77.01118151,,{39749AE3-79DE-40FB-8085-8E950BAAB0FE},,,MPD,2024/02/16 21:02:52+00,4312,
-77.050115161311,38.902535031835,15159566,K St NW and Washington Cir NW,2015/10/08 04:00:00+00,1134-1230,2015/10/08 04:00:00+00,2015,10,2D,Ward 2,Religion,Muslim,ADW,912879,395653.17091999,137187.03908189,38.90252724,-77.05011286,,{919E0DAE-B52F-4E2E-A65A-7FE2B2612415},,,MPD,2024/02/16 21:02:52+00,4313,
-77.0448899970729,38.9111341485638,15162534,20th ST NW and Q St NW,2015/10/13 04:00:00+00,1215-1216,2015/10/13 04:00:00+00,2015,10,2D,Ward 2,Race,Unspecified,Damage/Defacing/Destruction of Property,900433,396106.87500234,138141.37500563,38.91112636,-77.0448877,,{B9E5B75F-72BD-4DD5-A089-7A0527C5D8FE},,,MPD,2024/02/16 21:02:52+00,4314,
-77.0253159206806,38.9170053257702,15164932,Vermont Ave NW and U St NW,2015/10/17 04:00:00+00,0305-0310,2015/10/17 04:00:00+00,2015,10,3D,Ward 1,Race,Black,Simple Assault,903436,397804.72133992,138792.47139023,38.91699754,-77.02531363,,{C1CDC33C-8226-49E2-8D9B-C6340620E986},,,MPD,2024/02/16 21:02:52+00,4315,
-77.0097166451117,38.824394485591,15167760,Unit block of Galveston Pl SW,2015/10/21 04:00:00+00,2100-2105,2015/10/21 04:00:00+00,2015,10,7D,Ward 8,Sexual Orientation,,Robbery,813921,399156.44543717,128511.71982869,38.82438671,-77.00971436,,{61007466-7494-4524-8DB3-D603F8F93B1A},,,MPD,2024/02/16 21:02:52+00,4316,
